Row Id,Issue Date,Year,Month,Dev. Type,File Num,Status,Case Type,Work Type,Chap. 245,Watershed,Existing Land Use,Proposed Land Use,Land Use Trans.,Limits of Construction (sqft),Site Area (sqft),Native Inches Surveyed,Native Inches Removed,Non-Native Inches Removed,Inches Replanted,Total Removed,Preserved,Net Difference,Preservation Percentile,Removal Percentile,Location,Council District,See Details,Property Id
11145185,01/12/2015,2015,1,Site Plan,SPC-2014-0171C,Approved and Released,Site Plan Commission,Consolidated,Yes,Bear Creek,Vacant,Public,Vacant to Public,58326.84,58326.84,718,134,0,68,134,584,66,0.80,0.66,"(-97.89110589, 30.16701017)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11145185,5078677
11092973,04/28/2015,2015,4,Site Plan,SP-2014-0059B,Approved and Released,Site Plan Administrative,Non Consolidated Construction,Yes,Onion Creek,Vacant,Single Family Condominiums,Vacant to Single Family Condominiums,3115846.8,3002982.84,140,70,0,70,70,70,0,0.49,0.55,"(-97.80696532, 30.12330098)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11092973,5089275
11492492,03/02/2017,2017,3,Site Plan,SP-2016-0109C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Commercial,Commercial,Commercial to Commercial,50529.6,46347.84,102,70,16,51,86,32,35,0.42,0.58,"(-97.76169474, 30.27291358)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11492492,241511
11372387,07/14/2016,2016,7,Site Plan,SP-2015-0275D,Approved and Released,Site Plan Administrative,Building/Parking,No,Gilleland Creek,vacant,Commercial,vacant to Commercial,77101.2,77101.2,0,0,0,0,0,0,0,0.18,0.18,"(-97.64974141, 30.44548333)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11372387,1115351
10727181,12/27/2012,2012,12,Site Plan,SP-2012-0089C.SH,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,MF,MF,MF to MF,13982.76,13982.76,144,66,15,36,81,78,45,0.51,0.57,"(-97.73297484, 30.32693744)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10727181,516351
11196974,02/19/2015,2015,2,Site Plan,SPC-2014-0312C,Approved and Released,Site Plan Commission,Consolidated,Yes,Panther Hollow,Vacant,Mixed Use,Vacant to Mixed Use,886010.4,886010.4,4665,2699,0,434,2699,1966,2265,0.93,0.97,"(-97.86641845, 30.39418137)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11196974,3182010
10305082,05/07/2012,2012,5,Site Plan,SP-2009-0200D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Williamson Creek,Creek,Creek,Creek to Creek,222156,3292264.8,1565,92,527,223,619,1473,396,0.91,0.86,"(-97.72962229, 30.19245812)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10305082,3388113
11498201,09/14/2016,2016,9,Site Plan,SP-2016-0127CS,Approved and Released,Site Plan Administrative Small Project,Utility Line,No,West Bouldin Creek,Vacant,Utility Line,Vacant to Utility Line,0,,1266,0,0,0,0,1266,0,0.89,0.18,"(-97.77867501, 30.24131957)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11498201,5322082
11586407,04/27/2017,2017,4,Site Plan,SP-2016-0391C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Commercial,Commercial Multi Family,Commercial to Commercial Multi Family,17859.6,17859.6,77,45,8,94.5,53,32,-41.5,0.42,0.51,"(-97.73883648, 30.25638981)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11586407,879344
10803379,07/12/2013,2013,7,Subdivision,C8-2012-0120.0B,Subdivision Recorded,Subdivision Construction Plan,Concurrent,No,Waller Creek,Vacant,Single Family,Vacant to Single Family,307838.52,304920,0,0,0,0,0,0,0,0.18,0.18,"(-97.71818122, 30.34347774)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10803379,3300784
11088103,07/17/2014,2014,7,Site Plan,SP-2014-0050C.SH,Approved and Released,Site Plan Administrative,Consolidated,No,Carson Creek,Vacant,Multi-Family,Vacant to Multi-Family,683151480,1005800.4,2225,1843,93,1110,1936,382,826,0.74,0.96,"(-97.70354799, 30.21566472)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11088103,266476
11163596,07/20/2015,2015,7,Site Plan,SP-2014-0230C,Approved and Released,Site Plan Administrative,Consolidated,No,Slaughter Creek,Vacant,Commercial,Vacant to Commercial,0,142441.2,1188,357,59,129,416,831,287,0.85,0.82,"(-97.79691163, 30.1748629)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11163596,791840
11165698,03/02/2015,2015,3,Site Plan,SP-2014-0235C,Approved and Released,Site Plan Administrative,Consolidated,No,Carson Creek,Vacant,Commercial,Vacant to Commercial,0,44431.2,35,0,0,43,0,35,-43,0.42,0.18,"(-97.71074493, 30.21381659)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11165698,5099720
11367898,03/01/2016,2016,3,Site Plan,SP-2015-0263C,Approved and Released,Site Plan Administrative,Consolidated,No,Onion Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,324783.36,324783.36,281,240,20,130,260,41,130,0.44,0.76,"(-97.79300839, 30.14464006)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11367898,3271908
10647696,09/28/2012,2012,9,Site Plan,SP-2011-0258C,Approved and Released,Site Plan Administrative,Consolidated,No,West Bouldin Creek,Shopping Center,"Mixed Use, VMU","Shopping Center to Mixed Use, VMU",424710,390123.36,311,311,0,216,311,0,95,0.18,0.78,"(-97.76254091, 30.25571215)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10647696,3528607
11039247,07/14/2014,2014,7,Subdivision,C8-2014-0062.0B.SH,Subdivision Recorded,Subdivision Construction Plan,Non-Concurrent,No,Carson Creek,mixed,mixed,mixed to mixed,348480,1350360,116,116,0,0,116,0,116,0.18,0.63,"(-97.70117879, 30.21586054)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11039247,175288
10646031,04/03/2012,2012,4,Site Plan,SP-05-1450C(R3),Approved and Released,Site Plan Administrative,Consolidated,Yes,Boggy Creek,Vacant,Hotel,Vacant to Hotel,663039.828,663039.828,0,0,0,0,0,0,0,0.18,0.18,"(-97.7092362, 30.30738318)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10646031,3178482
11343531,08/31/2015,2015,8,Site Plan,SP-2015-0202DS,Approved and Released,Site Plan Administrative Small Project,Withdraw and Resubmit,No,Lake Austin,Single Family,Single Family,Single Family  to Single Family,0,20486.268,80,0,0,0,0,80,0,0.51,0.18,"(-97.77332967, 30.30899234)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11343531,5095628
11067944,01/30/2015,2015,1,Site Plan,SP-2013-0501C,Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,Vacant,Office/Classroom,Vacant to Office/Classroom,81108.72,387204.84,571,59,0,42,59,512,17,0.78,0.53,"(-97.87108046, 30.23604535)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11067944,916436
10703600,09/05/2013,2013,9,Site Plan,SPC-2012-0009C,Approved and Released,Site Plan Commission,Withdraw and Resubmit,Yes,Williamson Creek,Vacant,Retail,Vacant to Retail,184694.4,184694.4,1938,911,0,486,911,1027,425,0.87,0.90,"(-97.86336381, 30.20832783)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10703600,214291
11636497,12/15/2017,2017,12,Site Plan,SP-2016-0549C,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,452152.8,452152.8,4589,2721,38.5,720,2759.5,1868,2039.5,0.93,0.98,"(-97.69856437, 30.42988426)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11636497,3366151
10975926,08/04/2014,2014,8,Site Plan,SP-2013-0247D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Walnut Creek,OFC,OFC,OFC to OFC,50965.2,1.17,172,0,0,0,0,172,0,0.62,0.18,"(-97.68525764, 30.38320484)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10975926,375626
10910321,08/20/2013,2013,8,Subdivision,C8-07-0043.02.2B,Subdivision Recorded,Subdivision Construction Plan,Non-Concurrent,No,South Brushy Creek,Vacant,"SF, GRBLT, ROW","Vacant to SF, GRBLT, ROW",923472,923733.36,0,0,0,0,0,0,0,0.18,0.18,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10910321,1105911
11498269,03/16/2017,2017,3,Site Plan,SP-2016-0129C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Fort Branch,Vacant,Condominium,Vacant to Condominium,274428,274428,2647,740.5,0,385,740.5,1906.5,355.5,0.93,0.88,"(-97.68137575, 30.2942484)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11498269,455492
11608134,11/21/2017,2017,11,Site Plan,SP-2016-0455C,Approved and Released,Site Plan Administrative,Consolidated,No,Carson Creek,Vacant,Commercial,Vacant to Commercial,61419.6,61419.6,617,575,0,108,575,42,467,0.44,0.85,"(-97.68889176, 30.22060287)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11608134,5373711
10691109,09/19/2013,2013,9,Site Plan,SP-2011-0335C,Approved and Released,Site Plan Administrative,Consolidated,No,Onion Creek,Vacant,Warehouse,Vacant to Warehouse,554301,554301,0,0,0,0,0,0,0,0.18,0.18,"(-97.6950649, 30.19391873)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10691109,3260423
11806620,10/08/2018,2018,10,Site Plan,SP-2017-0406C,Approved and Released,Site Plan Administrative,Consolidated,No,Waller Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,6534,,127,127,0,5.5,127,0,121.5,0.18,0.65,"(-97.72938457, 30.26531177)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11806620,222688
10725295,11/13/2012,2012,11,Site Plan,SP-2012-0077C,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,"Retail, Office","Retail, Office, MF","Retail, Office to Retail, Office, MF",47480.4,42340.32,228,68,0,30,68,160,38,0.61,0.55,"(-97.75299723, 30.26922738)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10725295,129812
11024854,01/23/2014,2014,1,Site Plan,SP-2013-0368D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Shoal Creek,Commercial,Commercial,Commercial to Commercial,117176.4,117176.4,134.5,0,0,0,0,134.5,0,0.58,0.18,"(-97.74302081, 30.30599503)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11024854,348716
10875948,05/21/2013,2013,5,Site Plan,SP-2012-0440C,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Religious Assembly,Religious Assembly,Religious Assembly to Religious Assembly,205167.6,205167.6,311,311,0,79,311,0,232,0.18,0.78,"(-97.66742568, 30.37092042)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10875948,635314
11432542,01/11/2017,2017,1,Site Plan,SP-2015-0465D,Approved and Released,Site Plan Administrative,Building/Parking,No,Slaughter Creek,Commercial,Commercial,Commercial to Commercial,37897.2,53143.2,322,0,0,0,0,322,0,0.72,0.18,"(-97.7991514, 30.17376482)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11432542,1164638
10810335,08/22/2013,2013,8,Site Plan,SPC-2012-0257C,Approved and Released,Site Plan Commission,Consolidated,No,Town Lake,Park,Park/Restroom,Park to Park/Restroom,321037.2,321037.2,1103,60,31,30,91,1043,61,0.87,0.59,"(-97.74982061, 30.26115166)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10810335,689960
11413102,06/14/2016,2016,6,Site Plan,SP-2015-0399C,Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,Vacant,Industrial/Retail,Vacant to Industrial/Retail,1453161.6,1453161.6,677,618,106,427,724,59,297,0.47,0.88,"(-97.71837698, 30.2041748)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11413102,5225992
10937649,08/15/2013,2013,8,Subdivision,C8-2011-0154.3B.SH,Subdivision Recorded,Subdivision Construction Plan,Non-Concurrent,No,Decker Creek,Vacant,"SF, ROW, GRBLT","Vacant to SF, ROW, GRBLT",11.765,522720,0,0,0,0,0,0,0,0.18,0.18,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10937649,12696
11614227,01/10/2018,2018,1,Site Plan,SP-2016-0473D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Williamson Creek,Vacant,Commercial,Vacant to Commercial,169884,246114,749.8,174,0,99,174,575.8,75,0.80,0.70,"(-97.75452397, 30.20676718)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11614227,5375386
11551376,04/07/2017,2017,4,Site Plan,SP-2016-0283C,Approved and Released,Site Plan Administrative,Consolidated,No,South Boggy Creek,Vacant,Commercial,Vacant to Commercial,146797.2,146797.2,170.5,84.5,27,50,111.5,86,61.5,0.52,0.63,"(-97.78428117, 30.17464908)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11551376,141885
11742048,12/13/2017,2017,12,Site Plan,SP-2014-0143C(R1),Approved and Released,Site Plan Administrative,Consolidated,No,Bear Creek West,Vacant,Condominium,Vacant to Condominium,1169150.4,3543518.88,5977,1998,208,408,2206,3979,1798,0.97,0.96,"(-97.88209899, 30.38768558)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11742048,3503994
10561798,01/20/2012,2012,1,Site Plan,SP-2011-0079C,Approved and Released,Site Plan Administrative,Consolidated,No,South Boggy Creek,Vacant,MF,Vacant to MF,0,550598.4,4871,1415,0,551,1415,3456,864,0.96,0.93,"(-97.77743102, 30.18167453)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10561798,3372865
11098762,08/26/2014,2014,8,Site Plan,SP-2014-0075C,Approved and Released,Site Plan Administrative,Consolidated,No,Harris Branch,Vacant,Commercial,Vacant to Commercial,0,28314,79.5,7,0,0,7,72.5,7,0.50,0.36,"(-97.6629119, 30.44196226)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11098762,5089431
10864003,03/21/2013,2013,3,Site Plan,SP-2011-0258C(R1),Approved and Released,Site Plan Administrative,Consolidated,No,West Bouldin Creek,Shopping Center,"Mixed Use, VMU","Shopping Center to Mixed Use, VMU",390123.36,,603,311,0,216,311,292,95,0.70,0.78,"(-97.76254091, 30.25571215)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10864003,3528607
11647413,10/13/2017,2017,10,Site Plan,SP-2016-0588C,Approved and Released,Site Plan Administrative,Consolidated,No,Harris Branch,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,544064.4,544064.4,10,0,0,0,0,10,0,0.36,0.18,"(-97.65289004, 30.43580638)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11647413,5116687
10994793,04/03/2014,2014,4,Subdivision,C8-2007-0135.3B,Subdivision Recorded,Subdivision Construction Plan,Non-Concurrent,No,Colorado River,Vacant,"SF, ROW, PUB","Vacant to SF, ROW, PUB",871200,871200,0,0,0,0,0,0,0,0.18,0.18,"(-97.66967568, 30.26180231)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10994793,3111470
10765425,08/15/2013,2013,8,Site Plan,SP-2012-0164C.SH,Approved and Released,Site Plan Administrative,Consolidated,No,South Boggy Creek,Vacant,SF Detached Condo,Vacant to SF Detached Condo,409289.76,409289.76,6597,3161,0,1092,3161,3436,2069,0.96,0.98,"(-97.83052971, 30.19282469)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10765425,3500454
11240253,06/02/2015,2015,6,Site Plan,SP-2014-0429C.SH,Approved and Released,Site Plan Administrative,Consolidated,No,West Bouldin Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,29999.772,29999.772,0,0,0,0,0,0,0,0.18,0.18,"(-97.77552131, 30.24698657)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11240253,708986
11513298,05/12/2017,2017,5,Subdivision,C8-2016-0109.3B,Subdivision Recorded,Subdivision Construction Plan,Concurrent,No,Walnut Creek,Vacant,Single Family,Vacant to Single Family,1281099.6,1393920,268,268,101,0,369,0,369,0.18,0.80,"(-97.64934866, 30.35921421)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11513298,3333663
10845699,10/24/2013,2013,10,Site Plan,SP-2012-0361D,Approved and Released,Site Plan Administrative,Street/Drainage,No,Gilleland Creek,Vacant,Right-Of-Way,Vacant to Right-Of-Way,1568160,1568160,355,62,31,0,93,293,93,0.71,0.60,"(-97.60844625, 30.37734641)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10845699,5055344
11749057,08/17/2018,2018,8,Site Plan,SP-2017-0244C,Approved and Released,Site Plan Administrative,Consolidated,No,Lake Creek,Vacant,Commercial,Vacant to Commercial,129373.2,,20,0,0,0,0,20,0,0.38,0.18,"(-97.78650407, 30.44470874)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11749057,5400651
11741899,01/24/2018,2018,1,Site Plan,SP-2017-0221C,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Vacant,Office,Vacant to Office,108900,,258,74.5,0,45,74.5,183.5,29.5,0.63,0.56,"(-97.71845147, 30.40285966)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11741899,3334489
11469662,08/09/2016,2016,8,Site Plan,SP-2016-0015DX,Approved and Released,Site Plan Administrative,Consolidated School Project,No,Dry Creek East,Public School,Public School,Public School  to Public School,0,6534000,0,0,0,0,0,0,0,0.18,0.18,"(-97.61262351, 30.17881124)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11469662,215754
11081038,10/06/2014,2014,10,Site Plan,SP-2014-0026C,Approved and Released,Site Plan Administrative,Consolidated,No,Colorado River,Vacant,Light Manufacturing,Vacant to Light Manufacturing,871200,964244.16,0,0,0,0,0,0,0,0.18,0.18,"(-97.6605439, 30.22100846)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11081038,510664
11451902,03/30/2017,2017,3,Site Plan,SP-2015-0545D,Approved and Released,Site Plan Administrative,Street/Drainage,No,Town Lake,Single Family,Single Family,Single Family  to Single Family,25264.8,25168.968,20,0,0,0,0,20,0,0.38,0.18,"(-97.77374133, 30.29795715)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11451902,5308314
